epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,2417.53,1.0049,0.63461,0.961,0.94466,0.79252,0.89475,0.62407,1.031,0.61435,0.9853,0.007228,0.007228,0.007228
58,2459.69,0.9986,0.63375,0.96307,0.93216,0.83125,0.90158,0.63024,1.03139,0.62139,0.97963,0.0071785,0.0071785,0.0071785
59,2501.76,0.99479,0.61743,0.95497,0.92936,0.8125,0.8984,0.6309,1.02193,0.61737,0.98007,0.007129,0.007129,0.007129
60,2543.92,1.02495,0.6435,0.96069,0.9112,0.83371,0.89885,0.62615,1.02264,0.6288,0.97834,0.0070795,0.0070795,0.0070795
61,2586.05,0.99882,0.62726,0.9488,0.9028,0.84585,0.9067,0.62908,1.03372,0.60089,0.99125,0.00703,0.00703,0.00703
62,2628.19,1.00661,0.62313,0.95028,0.89498,0.85446,0.90448,0.63571,1.01184,0.59338,0.97675,0.0069805,0.0069805,0.0069805
63,2670.27,1.00743,0.63494,0.95877,0.90386,0.85089,0.90599,0.63309,1.01942,0.60374,0.9818,0.006931,0.006931,0.006931
64,2712.46,1.0002,0.62846,0.95121,0.92481,0.81265,0.89068,0.6106,1.06248,0.60598,0.99839,0.0068815,0.0068815,0.0068815
65,2754.6,0.9846,0.61633,0.95367,0.92089,0.8522,0.91804,0.64478,0.9996,0.57,0.97864,0.006832,0.006832,0.006832
66,2796.66,0.99145,0.62556,0.95146,0.91742,0.8375,0.90556,0.63839,1.00002,0.59264,0.97237,0.0067825,0.0067825,0.0067825
67,2838.82,0.99206,0.6125,0.95595,0.92011,0.84554,0.91309,0.64107,1.01411,0.57873,0.97166,0.006733,0.006733,0.006733
68,2880.88,1.00196,0.61437,0.95746,0.93504,0.83929,0.91394,0.63946,1.00479,0.57779,0.97617,0.0066835,0.0066835,0.0066835
69,2922.89,0.99605,0.60659,0.94892,0.94656,0.83823,0.90823,0.63567,1.00308,0.56751,0.97391,0.006634,0.006634,0.006634
70,2965.1,0.97517,0.59419,0.93962,0.92821,0.83839,0.90729,0.63357,1.01334,0.58874,0.97984,0.0065845,0.0065845,0.0065845
71,3007.29,0.98043,0.60458,0.94433,0.91244,0.8625,0.91455,0.64318,0.99933,0.56096,0.97234,0.006535,0.006535,0.006535
72,3049.4,0.98573,0.60001,0.94727,0.91066,0.84635,0.91037,0.64014,1.0074,0.58175,0.97915,0.0064855,0.0064855,0.0064855
73,3091.57,0.97785,0.5938,0.94151,0.93637,0.84092,0.92188,0.65278,0.99835,0.55872,0.97196,0.006436,0.006436,0.006436
74,3133.72,0.98195,0.5967,0.94986,0.92956,0.84838,0.91715,0.65124,0.99995,0.54823,0.97179,0.0063865,0.0063865,0.0063865
75,3175.75,0.97958,0.59164,0.94752,0.94649,0.85625,0.91794,0.65476,0.97811,0.53702,0.96128,0.006337,0.006337,0.006337
76,3217.81,0.96779,0.58669,0.94163,0.93863,0.84668,0.91666,0.65143,0.98162,0.5592,0.96451,0.0062875,0.0062875,0.0062875
77,3259.82,0.98712,0.60042,0.94429,0.91629,0.84046,0.91201,0.64456,0.98684,0.54011,0.9684,0.006238,0.006238,0.006238
78,3301.88,0.96475,0.58397,0.94149,0.94904,0.84811,0.92008,0.65316,0.98476,0.54458,0.96663,0.0061885,0.0061885,0.0061885
79,3344.09,0.96866,0.58272,0.94657,0.90999,0.87411,0.92298,0.65505,0.9894,0.54384,0.96749,0.006139,0.006139,0.006139
80,3386.03,0.96061,0.58258,0.94752,0.91868,0.86786,0.92462,0.65302,0.97851,0.54734,0.96251,0.0060895,0.0060895,0.0060895
81,3428.59,0.96349,0.5729,0.94364,0.93145,0.86144,0.9173,0.64979,0.98712,0.53772,0.96443,0.00604,0.00604,0.00604
82,3471.07,0.94602,0.5605,0.9381,0.93752,0.85749,0.92168,0.65406,0.9733,0.55451,0.95878,0.0059905,0.0059905,0.0059905
83,3513.17,0.94392,0.56682,0.93576,0.91944,0.86339,0.91359,0.65076,0.98912,0.56222,0.96913,0.005941,0.005941,0.005941
84,3555.32,0.95366,0.55495,0.941,0.92905,0.86515,0.92143,0.6517,0.9779,0.54185,0.96214,0.0058915,0.0058915,0.0058915
85,3597.45,0.96977,0.57347,0.94256,0.93892,0.86473,0.92606,0.65949,0.96762,0.53188,0.96147,0.005842,0.005842,0.005842
